chromosome	position
3	1535911
3	1545365
3	1546384
3	1546526
3	1692738
3	1673703
3	1713811
3	1773319
3	1775697
3	1965000
3	1978736
3	2144738
3	2383657
3	2445097
3	2451412
3	2624731
3	2628040
3	2629517
3	3117848
3	3693229
3	3835786
3	3835835
3	3836258
3	3996212
3	4064478
3	4546895
3	4680684
3	4704029
3	4712436
3	4713354
3	4724121
3	4887477
3	4896318
3	5437841
3	5437881
3	5589411
3	5751247
3	5853098
3	5986649
3	5996698
3	5997167
3	5948485
3	6101141
3	6165571
3	6289873
3	6295105
3	6299804
3	6433396
3	6648671
3	6649723
3	6683570
3	6802461
3	6796013
3	6937795
3	6955469
3	6974267
3	7078802
3	7415478
3	7520134
3	7607636
3	8034109
3	8121277
3	8220627
3	8214344
3	8270856
3	8595582
3	8816424
3	8888783
3	8888856
3	8976355
3	9070842
3	9318405
3	9434984
3	9580892
3	9588708
3	10275464
3	10275888
3	10276250
3	10283017
3	10283153
3	10325135
3	10388137
3	10455006
3	10440615
3	10513904
3	10518979
3	10520328
3	10607873
3	10935145
3	10934638
3	11006828
3	11029501
3	11209589
3	11209959
3	11220785
3	11230433
3	11231389
3	11401324
3	11446488
3	11529830
3	12161448
3	12194044
3	12290085
3	12292682
3	12414263
3	12414443
3	12422669
3	12423314
3	12572574
3	12563408
3	12537470
3	12605758
3	12606527
3	12642552
3	12883323
3	13068463
3	13102680
3	13205108
3	13273221
3	13277867
3	13278023
3	13279768
3	13281026
3	13315562
3	13389526
3	13464092
3	13466219
3	13504561
3	13536230
3	13686410
3	13870828
3	13993115
3	13993861
3	14227295
3	14228428
3	14342969
3	14336389
3	14347182
3	14409166
3	14686490
3	14942649
3	15056259
3	15056965
3	15057297
3	15473768
3	15434455
3	15426299
3	15715963
3	16035721
3	16109364
3	16305768
3	16424786
3	16614294
3	17174867
3	17285302
3	17434382
3	17441429
3	17608370
3	17608001
3	17607905
3	17606510
3	17636080
3	17924068
3	17926316
3	17933769
3	17945358
3	18008789
3	18010937
3	18011255
3	18011786
3	18187671
3	18228926
3	18434667
3	18638013
3	18819851
3	18823037
3	18823687
3	18825473
3	18993791
3	18995051
3	18995220
3	18998136
3	18998290
3	19083453
3	19257875
3	19260170
3	19439881
3	19462858
3	19554998
3	19532226
3	19654756
3	19775153
3	19784738
3	19966911
3	20289691
3	20311938
3	20378743
3	20386496
3	20392273
3	20409811
3	20643097
3	20748202
3	20744911
3	21367847
3	21403608
3	21559112
3	21633467
3	21635467
3	21755860
3	21755935
3	21861239
3	22306377
3	22302640
3	22283660
3	22385428
3	22387208
3	22387774
3	22389425
3	22571945
3	22572781
3	22816138
3	22958094
3	23011934
3	23177675
3	23209748
3	23210155
3	23210352
3	23211019
3	23263616
3	23435044
3	23625433
3	23683236
3	23734061
3	23788113
3	23845336
3	23846812
3	23895410
3	23896708
3	23958614
3	24095328
3	24223753
3	24282518
3	24283096
3	24445620
3	24459102
3	24737671
3	24739373
3	24739602
3	24745142
3	24917748
3	24906062
3	24857372
3	24857243
3	24855747
3	25217062
3	25217383
3	25222488
3	25343882
3	25355371
3	25490219
3	26007027
3	26007486
3	26079457
3	26104938
3	26192810
3	26198191
3	26309587
3	26313002
3	26316092
3	26447512
3	26797487
3	26806644
3	27531961
3	27551795
3	27558099
3	27653716
3	27702347
3	27754747
3	27755007
3	27768046
3	27773476
3	27774959
3	27859806
3	27859909
3	27860029
3	28218391
3	28334773
3	28336745
3	28338880
3	28352349
3	28355114
3	28615664
3	28616233
3	28639258
3	28830064
3	28834220
3	28841929
3	28842225
3	28920104
3	28920158
3	28922651
3	28923007
3	29008787
3	29014506
3	29014537
3	29055376
3	29094489
3	29213048
3	29475644
3	29512010
3	29523222
3	29574947
3	29611942
3	29611970
3	29613247
3	29653189
3	29798804
3	29829150
3	30049611
3	30050207
3	30057949
3	30141997
3	30210206
3	30212940
3	30213251
3	30498786
3	30858904
3	30921904
3	30922672
3	30948433
3	30949174
3	30996310
3	31104988
3	31452014
3	31452036
3	31466135
3	31480584
3	31488659
3	31652518
3	31696620
3	31899927
3	32029723
3	32030171
3	32044018
3	32107568
3	32111140
3	32237072
3	32467191
3	32463216
3	32533567
3	32542475
3	32993693
3	33073442
3	33128583
3	33128617
3	33129482
3	33503069
3	33560180
3	33562169
3	33571732
3	33745858
3	33850957
3	33975425
3	34035238
3	35353297
3	35353967
3	35419219
3	35581613
3	35554657
3	35997421
3	35996371
3	35966202
3	36217239
3	36226605
3	36238479
3	36310766
3	36312658
3	36316939
3	36465467
3	36469892
3	36593694
3	36614193
3	36623221
3	36690323
3	36693112
3	36833272
3	36833864
3	36837211
3	36837474
3	37092182
3	37095852
3	37096538
3	37098301
3	37160217
3	37164458
3	37359871
3	37667237
3	37671522
3	37673395
3	37674224
3	37674840
3	37675521
3	37770696
3	37773647
3	37829387
3	37836221
3	38048617
3	38060107
3	38168445
3	38178411
3	38240352
3	38240522
3	38250211
3	38438489
3	38602012
3	38605973
3	38744133
3	39211525
3	39216302
3	39216459
3	39217139
3	39294798
3	39294886
3	39295350
3	39388154
3	39388422
3	39395335
3	39396108
3	39396493
3	39471016
3	39741673
3	39748461
3	39750057
3	40062175
3	40062286
3	40198776
3	40320776
3	40321194
3	40446894
3	40522666
3	40524625
3	40530655
3	40531892
3	40537722
3	40577366
3	40579173
3	40922436
3	40923938
3	40935154
3	40941469
3	41139859
3	41244543
3	41243110
3	41190876
3	41264939
3	41264969
3	41397274
3	41397810
3	41403869
3	41405796
3	41613754
3	41618198
3	41622468
3	42250248
3	42253551
3	42259523
3	42550574
3	42711958
3	42888758
3	42889580
3	42900284
3	42906473
3	42908000
3	43092692
3	43093063
3	43113093
3	43368239
3	43368262
3	43473810
3	43524890
3	43582637
3	43585656
3	43659661
3	43991837
3	43991994
3	44061782
3	44092261
3	44257966
3	44562066
3	44599170
3	44599748
3	44674717
3	44674939
3	44676693
3	44677417
3	45039029
3	45039285
3	45044887
3	45048138
3	45048607
3	45051297
3	45216806
3	45229812
3	45237069
3	45388487
3	45391380
3	45432237
3	45567053
3	45574266
3	45705092
3	45791696
3	45845063
3	45896439
3	45984960
3	46130382
3	46175829
3	46178946
3	47170271
3	47212646
3	47394577
3	47395550
3	47499620
3	47499864
3	47531079
3	47565643
3	47574787
3	47601473
3	47603423
3	47854601
3	47909629
3	47959654
3	48040517
3	48386461
3	48414272
3	48491706
3	48806961
3	48921925
3	48932113
3	48957242
3	49054202
3	49186685
3	49231977
3	49233125
3	49249341
3	49562562
3	49564419
3	49619525
3	49619564
3	49619609
3	49864666
3	50094015
3	50094155
3	50101656
3	50102233
3	50102442
3	50115393
3	50220093
3	50220362
3	50510020
3	50510523
3	50607632
3	50609723
3	50659497
3	50870329
3	50873306
3	50946338
3	51039657
3	51062306
3	51165913
3	51232341
3	51288049
3	51288312
3	51288566
3	51328116
3	51466401
3	51498349
3	51762426
3	51763161
3	51715898
3	51716032
3	51716560
3	52035511
3	52176843
3	52211773
3	52212481
3	52241392
3	52246045
3	52617329
3	52636846
3	52647366
3	52676685
3	52695667
3	52696992
3	52746998
3	52792079
3	53008392
3	53008421
3	53143210
3	53143637
3	53145387
3	53147014
3	53204684
3	53488512
3	53675536
3	53977354
3	53977537
3	53981457
3	53982031
3	54111972
3	54118733
3	54120946
3	54121561
3	54145618
3	54175671
3	54177469
3	54177495
3	54253578
3	54468308
3	54468448
3	54468492
3	54470056
3	54470579
3	54802480
3	54843324
3	54967411
3	55028090
3	55028482
3	55029566
3	55029718
3	55047361
3	55047386
3	55050620
3	55054443
3	55104657
3	55105051
3	55108138
3	55165109
3	55168365
3	55169453
3	55364243
3	55374519
3	55432111
3	55475402
3	55672972
3	55807265
3	56014406
3	56015637
3	56172512
3	56325378
3	56284696
3	56283754
3	56475589
3	56900712
3	56901498
3	56990832
3	57088124
3	57089893
3	57393000
3	57576948
3	57641131
3	57992127
3	58080951
3	58079857
3	58079313
3	58060842
3	58089332
3	58297700
3	58453000
3	58540462
3	58540879
3	58559423
3	58710751
3	58873200
3	58903173
3	58903070
3	59037383
3	59037748
3	59044722
3	59236939
3	59297467
3	59325372
3	59433159
3	59601054
3	59610206
3	59614543
3	59811738
3	59812929
3	59813273
3	59813342
3	59824903
3	60014805
3	60022502
3	60238174
3	60251238
3	60254604
3	60532813
3	60528865
3	60527910
3	60707415
3	60707481
3	60720354
3	60781950
3	60781514
3	60940942
3	60941077
3	60945363
3	60948612
3	61239681
3	61240529
3	61241598
3	61242103
3	61242313
3	61340043
3	61340285
3	61340439
3	61341230
3	61341819
3	62611266
3	63108209
3	63108464
3	63178242
3	63218819
3	63528618
3	63531313
3	63531631
3	63537039
3	63693876
3	63694629
3	63695241
3	63695563
3	63695713
3	63695820
3	63695841
3	63695863
3	63695921
3	63696378
3	63696472
3	63780231
3	63779989
3	64418217
3	64579310
3	64579474
3	64820249
3	64820513
3	64821659
3	65022800
3	65022624
3	65022102
3	65021684
3	65006683
3	65485892
3	65486028
3	65506641
3	65660617
3	65712923
3	65713640
3	65820631
3	66082612
3	66079620
3	66109657
3	66115919
3	66116067
3	66133975
3	66312613
3	66343921
3	66660390
3	66704518
3	66705042
3	66705163
3	66727171
3	66727209
3	66727315
3	66859641
3	66864518
3	66909555
3	66943923
3	66944277
3	66944550
3	66948452
3	66949647
3	66949679
3	66951944
3	67110085
3	67111028
3	67170316
3	67170407
3	67183679
3	67258345
3	67292690
3	67295615
3	67297492
3	67492567
3	67535448
3	67692887
3	67695433
3	67699157
3	67699217
3	67700529
3	67701944
3	67888085
3	67988627
3	67914972
3	68055354
3	68058108
3	68364348
3	68453474
3	68751901
3	68818435
3	68847391
3	68974107
3	69144010
3	69183139
3	69202300
3	69204608
3	69204868
3	69205024
3	69413058
3	69556860
3	69558888
3	69558959
3	69559329
3	69560163
3	69560186
3	69560243
3	69562105
3	69665119
3	69667003
3	69854703
3	69965401
3	70162386
3	70162418
3	70162490
3	70249540
3	70260391
3	70322478
3	70322510
3	71217126
3	71260257
3	71308750
3	71397004
3	71484090
3	71536189
3	71617552
3	71636920
3	71726016
3	71779046
3	71816320
3	71873824
3	72282262
3	72344606
3	72770054
3	72792382
3	72799253
3	72930475
3	72940036
3	73219069
3	73307042
3	73542753
3	73647174
3	73647198
3	73920185
3	73982699
3	74284156
3	74271086
3	74270924
3	74583159
3	74799380
3	74846993
3	75703677
3	75956341
3	76456969
3	76489503
3	76579313
3	76682276
3	77238472
3	77296653
3	78497275
3	78548504
3	78867994
3	78997146
3	79691718
3	80474150
3	80514431
3	80517677
3	80555396
3	80555437
3	80649460
3	80650810
3	80652751
3	80807687
3	80944204
3	81066061
3	81074929
3	81440348
3	81458753
3	81459017
3	81530804
3	81705591
3	81916707
3	82021447
3	82130846
3	82144172
3	82427741
3	82616217
3	82715564
3	82744448
3	82750592
3	113220650
3	113220141
3	113219505
3	113076851
3	113076546
3	113076409
3	113075109
3	113074621
3	113071781
3	112917749
3	112766450
3	112757308
3	112759625
3	112199271
3	112157774
3	112045081
3	112044687
3	112043431
3	111571537
3	111570587
3	111570121
3	111561600
3	111560076
3	111342046
3	111328408
3	111205727
3	111205570
3	111185668
3	111185343
3	111058595
3	110670793
3	110561456
3	110561435
3	110515893
3	110461222
3	110458501
3	110214487
3	110188433
3	110188108
3	110188065
3	110188029
3	109381590
3	109368694
3	109275733
3	109187398
3	108794894
3	108732252
3	108555340
3	108555091
3	108554413
3	108554007
3	108553984
3	108437201
3	108451904
3	108387162
3	108419768
3	108235945
3	108196090
3	108194607
3	108052955
3	107892511
3	107785354
3	107677699
3	107577903
3	107576937
3	107571143
3	107497023
3	107395726
3	107422882
3	107422260
3	106880377
3	106382528
3	105854986
3	105854707
3	105826704
3	105795679
3	105407112
3	105348828
3	105347231
3	105345736
3	103797168
3	103544700
3	103464499
3	103326531
3	103324433
3	103173663
3	103166745
3	102962665
3	102695562
3	102518126
3	102486139
3	102217354
3	101964986
3	101964370
3	101801052
3	101382589
3	101381886
3	101068543
3	100987314
3	100434597
3	100270766
3	100258130
3	100254396
3	99520044
3	99519231
3	99502912
3	99501475
3	99478824
3	99384347
3	99280692
3	99280132
3	99238889
3	99238687
3	99238145
3	99237103
3	99227001
3	99225569
3	98815683
3	98802096
3	98742139
3	98704173
3	98513097
3	98354971
3	98203503
3	98202837
3	98140596
3	98011575
3	98009257
3	98008604
3	97905076
3	97905029
3	97904818
3	97904797
3	97904716
3	97865491
3	97752254
3	97598603
3	97582739
3	97582711
3	97525400
3	97426336
3	97373687
3	97373259
3	97371814
3	97259880
3	97209238
3	97207501
3	97018218
3	97008464
3	97005571
3	96975554
3	96871644
3	96839915
3	96706581
3	96706492
3	96402656
3	96366130
3	96317357
3	96271097
3	96250102
3	96249638
3	96249589
3	96240598
3	96240433
3	96226819
3	96225672
3	96225468
3	96014054
3	96011509
3	95754493
3	95566344
3	95532503
3	95408631
3	95288372
3	95267975
3	95267821
3	95064296
3	94943414
3	94825275
3	94814413
3	94797222
3	94700765
3	94577381
3	94334082
3	94333865
3	94140848
3	94139557
3	94136969
3	94136896
3	93988649
3	93984329
3	93837486
3	93829327
3	93829292
3	93827991
3	93827663
3	93827489
3	93827413
3	93826412
3	93414822
3	93312427
3	93183195
3	93179269
3	93170617
3	93159037
3	93158387
3	93084883
3	92980157
3	92865146
3	92721326
3	92698650
3	92695574
3	92695180
3	92542501
3	92542471
3	92538900
3	92538017
3	92150253
3	92149952
3	92149095
3	91935482
3	91924970
3	91677989
3	91676886
3	91522583
3	91522556
3	91470519
3	91451923
3	91451603
3	91405936
3	91405905
3	90768772
3	90704943
3	90715467
3	90715942
3	90411023
3	90429498
3	90444214
3	90444348
3	90444389
3	90289980
3	90027093
3	90026971
3	89607624
3	89434272
3	89434199
3	89434136
3	89433510
3	89433406
3	89431963
3	89430009
3	89418323
3	88926309
3	88923628
3	88904230
3	88887392
3	88709514
3	88474836
3	88474573
3	88474026
3	88474001
3	88473721
3	88389983
3	88388357
3	88388226
3	88388153
3	88375143
3	88375046
3	88316024
3	88315639
3	88011248
3	87804044
3	87803865
3	87784297
3	87783055
3	87713637
3	87632659
3	87559201
3	87424864
3	87424807
3	87298101
3	87297527
3	87001515
3	86963273
3	86963014
3	86960290
3	86930143
3	86921300
3	86920711
3	86909916
3	86873072
3	86872680
3	86845892
3	86845871
3	86774730
3	86773344
3	86715641
3	86487261
3	86482045
3	86320972
3	86197624
3	85663321
3	85662353
3	85661671
3	85661543
3	85661495
3	85652738
3	113472309
3	113594215
3	113602068
3	113552341
3	113554970
3	113555178
3	113562923
3	113902193
3	114024952
3	114085775
3	114353349
3	114407089
3	114432139
3	114784848
3	114786960
3	114789269
3	114891075
3	114892855
3	115005691
3	115005806
3	115008635
3	115198492
3	115308283
3	115791429
3	115793337
3	115793569
3	116210218
3	116297985
3	116361025
3	116438026
3	116479564
3	116553323
3	116750701
3	116827575
3	116980702
3	117078835
3	117087235
3	117089716
3	117254430
3	117255146
3	117259226
3	117587681
3	117667542
3	117667710
3	117682702
3	117765682
3	117765738
3	117766635
3	118021306
3	118064696
3	118163986
3	118164662
3	118168345
3	118170170
3	118288461
3	118759967
3	118961889
3	118968692
3	119060772
3	119031546
3	119136044
3	119322657
3	119322681
3	119324708
3	119327441
3	119327949
3	119614331
3	119635087
3	119639520
3	119643886
3	119644097
3	119644226
3	119644667
3	119644850
3	119645305
3	119684966
3	119977155
3	119994606
3	120133102
3	120190805
3	120303006
3	120337822
3	120357152
3	120697299
3	120724375
3	120752525
3	121025007
3	121070515
3	121070543
3	121077391
3	121078234
3	121138093
3	121202544
3	121513136
3	121559420
3	121560023
3	121623941
3	121660277
3	121671746
3	121671775
3	122061563
3	122066758
3	122071597
3	122074364
3	122074534
3	122074590
3	122077074
3	122077619
3	122102166
3	122115467
3	122120570
3	122120711
3	122122305
3	122383001
3	122384608
3	122512528
3	122512550
3	122513598
3	122518168
3	122518314
3	122598889
3	122598912
3	122729494
3	122882679
3	122882952
3	122910401
3	122910424
3	122911124
3	122911163
3	122914079
3	123175305
3	123263430
3	123264096
3	123264259
3	123264923
3	123264964
3	123265106
3	123405178
3	123658210
3	123784371
3	123785764
3	123800259
3	123868066
3	124182446
3	124184518
3	124185450
3	124298876
3	124300325
3	124302234
3	124647123
3	124647690
3	124666487
3	124730507
3	124731233
3	124853176
3	124925543
3	125010679
3	125110703
3	125426702
3	125427244
3	125427407
3	125480597
3	125482230
3	125483345
3	125614643
3	125614765
3	125617827
3	125712719
3	125732399
3	126108769
3	126109305
3	126444842
3	126462482
3	126569064
3	126632567
3	126634692
3	126634715
3	126982799
3	127009832
3	127050081
3	127218378
3	127218444
3	127218725
3	127291320
3	127304477
3	127469683
3	127501570
3	127502242
3	127544472
3	127561903
3	127613386
3	127851432
3	127852335
3	127854015
3	127854546
3	127854580
3	128090719
3	128090967
3	128098336
3	128099285
3	128132176
3	128231994
3	128236192
3	128431118
3	128631525
3	128633138
3	128666081
3	128686978
3	128793277
3	128904821
3	129049227
3	129085851
3	129086792
3	129222360
3	129291770
3	129428610
3	129565963
3	129970931
3	130047186
3	130047280
3	130049328
3	130093751
3	130094487
3	130097954
3	130182788
3	130263564
3	130519333
3	131011739
3	131038904
3	131082859
3	131330143
3	131497429
3	131498394
3	131510918
3	132255913
3	132263403
3	132263592
3	132263618
3	132266298
3	132269308
3	132330975
3	132330997
3	132399418
3	132462032
3	132462134
3	132462264
3	132483085
3	132690218
3	133048826
3	133088826
3	133171647
3	133172932
3	133173392
3	133175493
3	133176968
3	133185445
3	133185476
3	133188858
3	133318411
3	133451267
3	133488294
3	133489536
3	133748994
3	133892238
3	133892265
3	133892312
3	134023298
3	134090009
3	134244449
3	134247089
3	134282407
3	134286741
3	134353913
3	134683269
3	134772225
3	134772754
3	134772775
3	134867390
3	134915606
3	134953445
3	135127636
3	135288584
3	135440139
3	135501013
3	135503352
3	135506077
3	135509233
3	135579595
3	135595614
3	135756708
3	135852239
3	135911049
3	135913107
3	135923054
3	136084718
3	136188891
3	136333692
3	136334186
3	136335129
3	136335425
3	136336027
3	136336300
3	136568007
3	136619586
3	136770856
3	136776858
3	136781380
3	136845464
3	136908028
3	137387675
3	137522228
3	137525277
3	137527293
3	137529909
3	138093610
3	138094628
3	138094830
3	138119839
3	138121100
3	138123914
3	138386380
3	138384521
3	138384039
3	138403621
3	138433761
3	138641707
3	138643422
3	138643614
3	138643701
3	138734864
3	138734932
3	138739304
3	138778128
3	138778432
3	138782726
3	138875983
3	138879126
3	138879456
3	138882980
3	139507712
3	139508679
3	139675138
3	139675691
3	139730579
3	139731057
3	139731514
3	139736412
3	139905787
3	139906553
3	140004150
3	140004364
3	140082859
3	140099444
3	140145706
3	140411096
3	140416640
3	140459140
3	140551607
3	140611817
3	140847214
3	140845474
3	140845175
3	140834808
3	140948474
3	140966936
3	140978009
3	141261498
3	141282311
3	141282879
3	141321745
3	141488388
3	141561352
3	141561950
3	141563093
3	141570115
3	141570753
3	141572144
3	141572539
3	141618202
3	141621777
3	141827114
3	142006404
3	142249525
3	142250005
3	142250051
3	142731582
3	142902403
3	143232997
3	143283213
3	143487326
3	143605407
3	143623525
3	143802359
3	143802382
3	143802488
3	143804659
3	143805899
3	143819944
3	143860703
3	143988735
3	144036208
3	144096829
3	144094149
3	144093114
3	144092738
3	144102467
3	144261838
3	144265686
3	144480191
3	144571708
3	144601569
3	144603884
3	144606391
3	144683378
3	144683738
3	144683803
3	144683890
3	144684020
3	144687159
3	144688028
3	145182692
3	145177617
3	145434055
3	145436868
3	145438205
3	145438484
3	145438625
3	145489872
3	145606333
3	145733145
3	145730870
3	145730393
3	145788048
3	145898930
3	146026075
3	146091585
3	146252687
3	146363388
3	146374263
3	146435882
3	146525161
3	146601307
3	146607221
3	146648754
3	146654086
3	146723449
3	146966023
3	147010907
3	147014106
3	147016499
3	147016645
3	147125772
3	147125713
3	147292672
3	147415096
3	147474540
3	147591645
3	147592105
3	147601405
3	147601430
3	147620851
3	147677842
3	147970568
3	148031428
3	148064988
3	148229561
3	148229898
3	148231625
3	148280575
3	148290971
3	148400046
3	148564100
3	148794214
3	148794248
3	148835504
3	148845158
3	148845448
3	148977612
3	149313609
3	149385879
3	149438494
3	149555549
3	149555570
3	149563451
3	149563549
3	149657037
3	149689445
3	149903481
3	150050246
3	150053477
3	150055180
3	150172711
3	150172087
3	150171836
3	150171423
3	150170438
3	150169884
3	150168319
3	150268921
3	150277608
3	150367947
3	150721419
3	150722198
3	150769314
3	150803707
3	150832948
3	150882362
3	150882634
3	150883765
3	151044104
3	151044367
3	151044519
3	151046035
3	151046873
3	151202738
3	151298411
3	151334595
3	151336086
3	151340001
3	151341647
3	151357006
3	151624424
3	151625984
3	151626791
3	151631058
3	151725550
3	151820393
3	151818140
3	151935980
3	151936077
3	151940490
3	151941349
3	151941431
3	151970751
3	151974144
3	152184405
3	152454057
3	152493965
3	152495868
3	152896917
3	152959609
3	152996187
3	153258707
3	153258770
3	153261926
3	153262498
3	153298314
3	153783433
3	153855825
3	153855899
3	153921846
3	153924106
3	153924648
3	154015314
3	154089948
3	154089507
3	154088927
3	154075136
3	154076377
3	154095634
3	154099104
3	154099140
3	154124215
3	154557178
3	154561641
3	154561711
3	154562528
3	154649398
3	154654977
3	154669325
3	154740783
3	154739047
3	154729328
3	154710676
3	154975875
3	154976720
3	154976856
3	154979455
3	154981328
3	155316474
3	155408119
3	155621333
3	155668248
3	155691399
2	84333988
2	84425573
2	84522689
2	84627098
2	84627146
2	84636231
2	84651378
2	84656292
2	84695250
2	84915404
2	85477179
2	85516271
2	85516350
2	85516386
2	85995980
2	85997246
2	86002997
2	86217657
2	86254003
2	86248795
2	86246951
2	86302946
2	86359939
2	86651475
2	86654276
3	155790153
3	155803805
3	155956212
3	155956382
3	155959968
3	155968473
3	155969683
3	156052627
3	156055316
3	156152363
3	156278627
3	156283556
3	156284109
3	156284786
3	156312085
3	156429638
3	156485442
3	156485810
3	156499588
3	156536116
3	156536841
3	156553983
3	156636077
3	156639988
3	156657291
3	156789141
3	156790687
3	156791299
3	156792785
3	156800277
3	156802383
3	156936687
3	157018380
3	157018354
3	157072097
3	157051848
3	157207287
3	157201888
3	157416569
3	157416637
3	157518069
3	157542760
3	157739959
3	157758602
3	157772758
3	157918370
3	157938612
3	158351695
3	158444676
3	158448781
3	158503127
3	158509302
3	158511921
3	158511955
3	158512183
3	158524074
3	158525361
3	158668137
3	158672731
3	158780814
3	158888979
3	158889049
3	158894768
3	158895234
3	158895864
3	158896977
3	158974281
3	159378587
3	159526813
3	159743053
3	159807958
3	159817878
3	159861315
3	159873829
3	159910931
3	159941471
3	160014652
3	160076318
3	160078075
3	160083617
3	160304669
3	160304632
3	160303648
3	160329761
3	160521045
3	160666381
3	160671655
3	160755002
3	160933846
3	161560165
3	161562230
3	161562536
3	161566693
3	161566863
3	161649325
3	161728699
3	161853355
3	161893441
3	161955252
3	161959511
3	162178525
3	162279178
3	162316122
3	162433493
3	162438608
3	162600680
3	162602937
3	162606626
3	162699053
3	162703511
3	162747733
3	162752243
3	162817884
3	163088350
3	163656547
3	164171292
3	164251398
3	164250193
3	164366748
3	164372883
3	164393094
3	164503762
3	164503873
3	164524759
3	164525227
3	164584504
3	164585949
3	164586105
3	164772458
3	164898642
3	164974440
3	165022234
3	165022441
3	165169201
3	165176546
3	165445664
3	165459885
3	165462332
3	165614047
3	165727894
3	165729593
3	165730806
3	165731781
3	165857049
3	165862997
3	165863959
3	166091022
3	166153777
3	166244940
3	166253879
3	166389393
3	166433480
3	166812806
3	166813357
3	166813467
3	166815208
3	166998647
3	167006491
3	167006879
3	167009725
3	167076333
3	167371999
3	167473749
3	167488263
3	167685734
3	167790071
3	167803448
3	168298873
3	168306540
3	168429818
3	168525546
3	168857281
3	168860770
3	168862263
3	168919904
3	168961638
3	169044593
3	169046556
3	169071582
3	169114452
3	169114492
3	169379094
3	169539024
3	169576793
3	169722452
3	169728782
3	169733984
3	169746635
3	169874341
3	169874684
3	170107274
3	170117068
3	170222125
3	170277487
3	170368490
3	170436993
3	170456574
3	170499681
3	170547871
3	170680787
3	170707936
3	170709281
3	170771645
3	170771737
3	170901791
3	170907233
3	170907262
3	170923074
3	170938034
3	171029966
3	171030132
3	171135305
3	171376412
3	171376433
3	171438379
3	171640251
3	171645425
3	171645885
3	171703285
3	171703677
3	171709547
3	171709819
3	171713484
3	171716966
3	171755720
3	171757444
3	171780785
3	171898096
3	171997982
3	172050320
3	172199779
3	172331999
3	172372134
3	172477014
3	172569888
3	172675399
3	172675582
3	172678316
3	172851839
3	172852509
3	173002258
3	173014257
3	173373645
3	173470129
3	173570073
3	173796843
3	174341409
3	174363100
3	174365709
3	174369876
3	174370055
3	174536898
3	174686431
3	174769975
3	174770234
3	174774495
3	174830764
3	174828344
3	174824503
3	175124159
3	175100529
3	175156688
3	175165190
3	175165750
3	175283547
3	175352602
3	175525941
3	175526390
3	175533249
3	175549743
3	175554472
3	175562116
3	175588842
3	175897784
3	175965506
3	175988805
3	176039818
3	176260144
3	176289973
3	176302166
3	176304069
3	176322072
3	176355159
3	176526411
3	176562816
3	176570244
3	176677313
3	176784418
3	177019447
3	177124534
3	177136586
3	177143896
3	177144063
3	177147251
3	177148954
3	177150100
3	177150160
3	177443531
3	177446587
3	177492410
3	177492482
3	177536662
3	177939070
3	178006685
3	178007531
3	178042239
3	178048578
3	178100582
3	178100497
3	178133979
3	178153402
3	178268144
3	178313564
3	178315200
3	178319066
3	178321285
3	178326770
3	178411734
3	178527804
3	178527950
3	178563509
3	178991924
3	179066301
3	179073342
3	179227339
3	179226701
3	179219534
3	179414338
3	179518284
3	179523286
3	179545341
3	179640832
3	179735110
3	180503928
3	180508369
3	180508419
3	180512297
3	180514938
3	180743388
3	180747973
3	180908329
3	181066484
3	181066730
3	181116731
3	181116753
3	181117982
3	181124427
3	181279379
3	181506402
3	181507529
3	181509153
3	181546764
3	181558428
3	181557550
3	181556618
3	181553211
3	181615798
3	181695567
3	181749536
3	181906146
3	182042490
3	182042594
3	182082245
3	182129575
3	182131567
3	182160776
3	182280095
3	182413316
3	182478441
3	182482515
3	182482674
3	182592936
3	182595832
3	182596110
3	182642737
3	182714296
3	182749618
3	182753622
3	183119536
3	183134322
3	183199994
3	183252371
3	183256273
3	183257042
3	183311899
3	183320084
3	183323668
3	183374924
3	183378880
3	183383900
3	183384681
3	183555110
3	183573470
3	183576903
3	183646238
3	183865908
3	183882022
3	183890124
3	184000144
3	184120546
3	184155559
3	184192207
3	184194406
3	184239673
3	184241602
3	184269632
3	184313738
3	184366871
3	184435036
3	184816495
3	184852313
3	184939533
3	185032110
3	185229529
3	185235013
3	185242879
3	185246829
3	185247391
3	185258754
3	185258799
3	185259069
3	185273519
3	185273997
3	185556616
3	185838643
3	186206047
3	186214250
3	186215613
3	186216518
3	186228383
3	186230361
3	186232288
3	186236205
3	186435537
3	187393345
3	187393373
3	187430601
3	187434457
3	187437395
3	187444268
3	187473338
3	187476669
3	187535554
3	187609661
3	188091257
3	188234694
3	188237045
3	188237898
3	188244852
3	188315047
3	188315993
3	188317203
3	188319958
3	188332798
3	188375413
3	188379026
3	188515130
3	188529549
3	188530544
3	188531675
3	188538288
3	188571209
3	188669780
3	188907726
3	188923508
3	188924793
3	188927006
3	189240313
3	189346966
3	189457886
3	189536582
3	189689623
3	189693125
3	189779857
3	189850636
3	189937319
3	190087153
3	190163833
3	190314605
3	190321588
3	190440656
3	190457224
3	190459637
3	190571578
3	190588013
3	190840564
3	191057406
3	191188148
3	191188376
3	191191707
3	191195919
3	191267245
3	191267201
3	191278511
3	191330167
3	191374026
3	191374841
3	191932293
3	191932135
3	192020008
3	192121575
3	192232086
3	192400876
3	192483582
3	192656837
3	192769505
3	192775916
3	192776189
3	192778954
